Name	City	Country	IATA	ICAO	Elev	
Roanoke–Blacksburg Regional Airport	Roanoke VA	United States	ROA	KROA	-5	America/New_York
Blue Grass Airport	Lexington KY	United States	LEX	KLEX	-5	America/New_York
Evansville Regional Airport	Evansville	United States	EVV	KEVV	-6	America/Chicago
Albuquerque International Sunport	Albuquerque	United States	ABQ	KABQ	-7	America/Denver
Gallatin Field	Bozeman	United States	BZN	KBZN	-7	America/Denver
Billings Logan International Airport	Billings	United States	BIL	KBIL	-7	America/Denver
Bert Mooney Airport	Butte	United States	BTM	KBTM	-7	America/Denver
Cherry Capital Airport	Traverse City	United States	TVC	KTVC	-5	America/New_York
Mundo Maya International Airport	Flores	Guatemala	FRS	MGTK	-6	America/Guatemala
Hancock County-Bar Harbor Airport	Bar Harbor	United States	BHB	KBHB	-5	America/New_York
Knox County Regional Airport	Rockland	United States	RKD	KRKD	-5	America/New_York
Jackson Hole Airport	Jacksn Hole	United States	JAC	KJAC	-7	America/Denver
Chicago Rockford International Airport	Rockford	United States	RFD	KRFD	-6	America/Chicago
Domodedovo International Airport	Moscow	Russia	DME	UUDD	3	Europe/Moscow
Sanya Phoenix International Airport	Sanya	China	SYX	ZJSY	8	Asia/Shanghai
Milford Sound Airport	Milford Sound	New Zealand	MFN	NZMF	12	Pacific/Auckland
Lijiang Airport	Lijiang	China	LJG	ZPLJ	8	Asia/Shanghai
Greenville Spartanburg International Airport	Greenville	United States	GSP	KGSP	-5	America/New_York
Central Illinois Regional Airport at Bloomington-Normal	Bloomington	United States	BMI	KBMI	-6	America/Chicago
Gulfport Biloxi International Airport	Gulfport	United States	GPT	KGPT	-6	America/Chicago
Kalamazoo Battle Creek International Airport	Kalamazoo	United States	AZO	KAZO	-5	America/New_York
Toledo Express Airport	Toledo	United States	TOL	KTOL	-5	America/New_York
Fort Wayne International Airport	Fort Wayne	United States	FWA	KFWA	-5	America/New_York
Decatur Airport	Decatur	United States	DEC	KDEC	-6	America/Chicago
The Eastern Iowa Airport	Cedar Rapids	United States	CID	KCID	-6	America/Chicago
La Crosse Municipal Airport	La Crosse	United States	LSE	KLSE	-6	America/Chicago
Central Wisconsin Airport	Wassau	United States	CWA	KCWA	-6	America/Chicago
General Wayne A. Downing Peoria International Airport	Peoria	United States	PIA	KPIA	-6	America/Chicago
Appleton International Airport	Appleton	United States	ATW	KATW	-6	America/Chicago
Rochester International Airport	Rochester	United States	RST	KRST	-6	America/Chicago
University of Illinois Willard Airport	Champaign	United States	CMI	KCMI	-6	America/Chicago
Manhattan Regional Airport	Manhattan	United States	MHK	KMHK	-6	America/Chicago
Kingscote Airport	Kingscote	Australia	KGC	YKSC	9.5	Australia/Adelaide
Hervey Bay Airport	Hervey Bay	Australia	HVB	YHBA	10	Australia/Brisbane
Dali Airport	Dali	China	DLU	ZPDL	8	Asia/Shanghai
Mulu Airport	Mulu	Malaysia	MZV	WBMU	8	Asia/Kuala_Lumpur
Sharm El Sheikh International Airport	Sharm El Sheikh	Egypt	SSH	HESH	2	Africa/Cairo
Venango Regional Airport	Franklin	United States	FKL	KFKL	-5	America/New_York
Jomo Kenyatta International Airport	Nairobi	Kenya	NBO	HKJK	3	Africa/Nairobi
Seronera Airport	Seronera	Tanzania	SEU	HTSN	3	Africa/Dar_es_Salaam
El Calafate Airport	El Calafate	Argentina	FTE	SAWC	-3	America/Argentina/Rio_Gallegos
Armidale Airport	Armidale	Australia	ARM	YARM	10	Australia/Sydney
Grand Junction Regional Airport	Grand Junction	United States	GJT	KGJT	-7	America/Denver
St George Municipal Airport	Saint George	United States	SGU	KSGU	-7	America/Denver
David Wayne Hooks Memorial Airport	Houston	United States	DWH	KDWH	-6	America/Chicago
Port O'Connor Private Heliport	Port O\'Connor	United States	\N	XS46	-6	America/Chicago
Sarasota Bradenton International Airport	Sarasota	United States	SRQ	KSRQ	-5	America/New_York
L.F. Wade International International Airport	Bermuda	Bermuda	BDA	TXKF	-4	Atlantic/Bermuda
Van Nuys Airport	Van Nuys	United States	VNY	KVNY	-8	America/Los_Angeles
Quad City International Airport	Moline	United States	MLI	KMLI	-6	America/Chicago
Panama City-Bay Co International Airport	Panama City	United States	PFN	KPFN	-6	America/Chicago
Honiara International Airport	Honiara	Solomon Islands	HIR	AGGH	11	Pacific/Guadalcanal
Faa'a International Airport	Papeete	French Polynesia	PPT	NTAA	-10	Pacific/Tahiti
Nauru International Airport	Nauru	Nauru	INU	ANYN	12	Pacific/Nauru
Funafuti International Airport	Funafuti	Tuvalu	FUN	NGFU	12	Pacific/Funafuti
Tolmachevo Airport	Novosibirsk	Russia	OVB	UNNT	7	Asia/Krasnoyarsk
Samsø Airport	Samsoe	Denmark	\N	EKSS	1	Europe/Copenhagen
Xieng Khouang Airport	Phon Savan	Laos	XKH	VLXK	7	Asia/Vientiane
Bismarck Municipal Airport	Bismarck	United States	BIS	KBIS	-6	America/Chicago
Telluride Regional Airport	Telluride	United States	TEX	KTEX	-7	America/Denver
Yinchuan Airport	Yinchuan	China	\N	ZLIC	8	Asia/Shanghai
Mae Hong Son Airport	Mae Hong Son	Thailand	HGN	VTCH	7	Asia/Bangkok
Rapid City Regional Airport	Rapid City	United States	RAP	KRAP	-7	America/Denver
Mc Clellan-Palomar Airport	Carlsbad	United States	CLD	KCRQ	-8	America/Los_Angeles
Bishop International Airport	Flint	United States	FNT	KFNT	-5	America/New_York
Francisco Bangoy International Airport	Davao	Philippines	DVO	RPMD	8	Asia/Manila
Madeira Airport	Funchal	Portugal	FNC	LPMA	0	Europe/Lisbon
Maestro Wilson Fonseca Airport	Santarem	Brazil	STM	SBSN	-3	America/Belem
Sihanoukville International Airport	Sihanoukville	Cambodia	KOS	VDSV	7	Asia/Phnom_Penh
Ekati Airport	Ekati	Canada	YOA	CYOA	-7	America/Edmonton
Hawke's Bay Airport	NAPIER	New Zealand	NPE	NZNR	12	Pacific/Auckland
Levuka Airfield	Levuka	Fiji	LEV	NFNB	12	Pacific/Fiji
Lhasa Gonggar Airport	Lhasa	China	LXA	ZULS	8	Asia/Shanghai
Redding Municipal Airport	Redding	United States	RDD	KRDD	-8	America/Los_Angeles
Mahlon Sweet Field	Eugene	United States	EUG	KEUG	-8	America/Los_Angeles
Idaho Falls Regional Airport	Idaho Falls	United States	IDA	KIDA	-7	America/Denver
Rogue Valley International Medford Airport	Medford	United States	MFR	KMFR	-8	America/Los_Angeles
Kaikoura Airport	Kaikoura	New Zealand	KBZ	NZKI	12	Pacific/Auckland
Roberts Field	Redmond-Bend	United States	RDM	KRDM	-8	America/Los_Angeles
Picton Aerodrome	Picton	New Zealand	PCN	NZPN	12	Pacific/Auckland
Hosea Kutako International Airport	Windhoek	Namibia	WDH	FYWH	1	Africa/Windhoek
Victoria Harbour Seaplane Base	Victoria	Canada	YWH	CYWH	-8	America/Vancouver
Coal Harbour Seaplane Base	Vancouver	Canada	\N	CAQ3	-8	America/Vancouver
Yaoqiang Airport	Jinan	China	TNA	ZSJN	8	Asia/Shanghai
Changzhou Benniu Airport	Changzhou	China	CZX	ZSCG	8	Asia/Shanghai
Yibin Caiba Airport	Yibin	China	YBP	ZUYB	8	Asia/Shanghai
Roshchino International Airport	Tyumen	Russia	TJM	USTR	5	Asia/Yekaterinburg
Akron Canton Regional Airport	Akron	United States	CAK	KCAK	-5	America/New_York
Huntsville International Carl T Jones Field	Huntsville	United States	HSV	KHSV	-6	America/Chicago
Mid Ohio Valley Regional Airport	PARKERSBURG	United States	PKB	KPKB	-5	America/New_York
Montgomery Regional (Dannelly Field) Airport	MONTGOMERY	United States	MGM	KMGM	-6	America/Chicago
Tri-Cities Regional TN/VA Airport	BRISTOL	United States	TRI	KTRI	-5	America/New_York
Barkley Regional Airport	PADUCAH	United States	PAH	KPAH	-6	America/Chicago
Djibouti-Ambouli Airport	Djibouti	Djibouti	JIB	HDAM	3	Africa/Djibouti
Haikou Meilan International Airport	Haikou	China	HAK	ZJHK	8	Asia/Shanghai
Mafia Island Airport	Mafia Island	Tanzania	MFA	HTMA	3	Africa/Dar_es_Salaam
Page Municipal Airport	Page	United States	PGA	KPGA	-7	America/Phoenix
Utila Airport	Utila	Honduras	UII	MHUT	-6	America/Tegucigalpa
Glacier Park International Airport	Kalispell	United States	FCA	KGPI	-7	America/Denver
MBS International Airport	Saginaw	United States	MBS	KMBS	-5	America/New_York
Greater Binghamton/Edwin A Link field	Binghamton	United States	BGM	KBGM	-5	America/New_York
Baghdad International Airport	Baghdad	Iraq	BGW	ORBI	3	Asia/Baghdad
Nan Airport	Nan	Thailand	NNT	VTCN	7	Asia/Bangkok
Roi Et Airport	Roi Et	Thailand	ROI	VTUV	7	Asia/Bangkok
Buri Ram Airport	Buri Ram	Thailand	BFV	VTUO	7	Asia/Bangkok
Trat Airport	Trat	Thailand	TDX	VTBO	7	Asia/Bangkok
Blythe Airport	Blythe	United States	BLH	KBLH	-8	America/Los_Angeles
Al Asad Air Base	Al Asad	Iraq	IQA	ORAA	3	Asia/Baghdad
Al Taqaddum Air Base	Al Taqaddum	Iraq	TQD	ORAT	3	Asia/Baghdad
Joint Base Balad	Al Bakr	Iraq	XQC	ORBD	3	Asia/Baghdad
Diosdado Macapagal International Airport	Angeles City	Philippines	CRK	RPLC	8	Asia/Manila
Sandakan Airport	Sandakan	Malaysia	SDK	WBKS	8	Asia/Kuala_Lumpur
Luang Namtha Airport	Luang Namtha	Laos	LXG	VLLN	7	Asia/Vientiane
Oudomsay Airport	Muang Xay	Laos	ODY	VLOS	7	Asia/Vientiane
Taoxian Airport	Shenyang	China	SHE	ZYTX	8	Asia/Shanghai
Dongying Shengli Airport	Dongying	China	DOY	ZSDY	8	Asia/Shanghai
John A. Osborne Airport	Geralds	Montserrat	MNI	TRPG	-4	America/Montserrat
Petersburg James A Johnson Airport	Petersburg	United States	PSG	PAPG	-9	America/Anchorage
Luoyang Airport	Luoyang	China	LYA	ZHLY	8	Asia/Shanghai
Xuzhou Guanyin Airport	Xuzhou	China	XUZ	ZSXZ	8	Asia/Shanghai
Magway Airport	Magwe	Burma	MWQ	VYMW	6.5	Asia/Rangoon
Kanti Airport	Khamti	Burma	KHM	VYKI	6.5	Asia/Rangoon
Lien Khuong Airport	Dalat	Vietnam	DLI	VVDL	7	Asia/Saigon
Dong Hoi Airport	Dong Hoi	Vietnam	VDH	VVDH	7	Asia/Saigon
Rach Gia Airport	Rach Gia	Vietnam	VKG	VVRG	7	Asia/Saigon
Cà Mau Airport	Ca Mau	Vietnam	CAH	VVCM	7	Asia/Saigon
Chu Lai International Airport	Chu Lai	Vietnam	VCL	VVCA	7	Asia/Saigon
Dong Tac Airport	Tuy Hoa	Vietnam	TBB	VVTH	7	Asia/Saigon
Mae Hong Son Airport	Pai	Thailand	PYY	VTCI	7	Asia/Bangkok
Bol Airport	Brac	Croatia	BWK	LDSB	1	Europe/Zagreb
Yaoundé Nsimalen International Airport	Yaounde	Cameroon	NSI	FKYS	1	Africa/Douala
Conakry International Airport	Conakry	Guinea	CKY	GUCY	0	Africa/Conakry
Aachen-Merzbrück Airport	Aachen	Germany	AAH	EDKA	1	Europe/Berlin
Karlsruhe Baden-Baden Airport	Karlsruhe/Baden-Baden	Germany	FKB	EDSB	1	Europe/Berlin
Orlando Sanford International Airport	Sanford	United States	SFB	KSFB	-5	America/New_York
John Murtha Johnstown Cambria County Airport	Johnstown	United States	JST	KJST	-5	America/New_York
Lukla Airport	Lukla	Nepal	LUA	VNLK	5.75	Asia/Katmandu
Bhojpur Airport	Bhojpur	Nepal	BHP	VNBJ	5.75	Asia/Katmandu
Lamidanda Airport	Lamidanda	Nepal	LDN	VNLD	5.75	Asia/Katmandu
Jomsom Airport	Jomsom	Nepal	JMO	VNJS	5.75	Asia/Katmandu
Manang Airport	Manang	Nepal	NGX	VNMA	5.75	Asia/Katmandu
Phaplu Airport	Phaplu	Nepal	PPL	VNPL	5.75	Asia/Katmandu
Rumjatar Airport	Rumjatar	Nepal	RUM	VNRT	5.75	Asia/Katmandu
Tulsipur Airport	Dang	Nepal	DNP	VNDG	5.75	Asia/Katmandu
Rukum Chaurjahari Airport	Rukumkot	Nepal	RUK	VNRK	5.75	Asia/Katmandu
Jumla Airport	Jumla	Nepal	JUM	VNJL	5.75	Asia/Katmandu
Taplejung Airport	Taplejung	Nepal	TPJ	VNTJ	5.75	Asia/Katmandu
Tumling Tar Airport	Tumling Tar	Nepal	TMI	VNTR	5.75	Asia/Katmandu
Surkhet Airport	Surkhet	Nepal	SKH	VNSK	5.75	Asia/Katmandu
Simikot Airport	Simikot	Nepal	IMK	VNST	5.75	Asia/Katmandu
Dolpa Airport	Dolpa	Nepal	DOP	VNDP	5.75	Asia/Katmandu
Bajhang Airport	Bajhang	Nepal	BJH	VNBG	5.75	Asia/Katmandu
Dhangarhi Airport	Dhangarhi	Nepal	DHI	VNDH	5.75	Asia/Katmandu
Muan International Airport	Muan	South Korea	MWX	RKJB	9	Asia/Seoul
Astypalaia Airport	Astypalaia	Greece	JTY	LGPL	2	Europe/Athens
Ikaria Airport	Ikaria	Greece	JIK	LGIK	2	Europe/Athens
Kalymnos Airport	Kalymnos	Greece	JKL	LGKY	2	Europe/Athens
Milos Airport	Milos	Greece	MLO	LGML	2	Europe/Athens
Naxos Airport	Cyclades Islands	Greece	JNX	LGNX	2	Europe/Athens
Paros National Airport	Paros	Greece	PAS	LGPA	2	Europe/Athens
Kastelorizo Airport	Kastelorizo	Greece	KZS	LGKJ	2	Europe/Athens
Marsa Alam International Airport	Marsa Alam	Egypt	RMF	HEMA	2	Africa/Cairo
Weeze Airport	Weeze	Germany	NRN	EDLV	1	Europe/Berlin
Francisco B. Reyes Airport	Busuanga	Philippines	USU	RPVV	8	Asia/Manila
Bancasi Airport	Butuan	Philippines	BXU	RPME	8	Asia/Manila
Dipolog Airport	Dipolog	Philippines	DPL	RPMG	8	Asia/Manila
Laoag International Airport	Laoag	Philippines	LAO	RPLI	8	Asia/Manila
Legazpi City International Airport	Legazpi	Philippines	LGP	RPLP	8	Asia/Manila
Labo Airport	Ozamis	Philippines	OZC	RPMO	8	Asia/Manila
Mactan Cebu International Airport	Cebu	Philippines	CEB	RPVM	8	Asia/Manila
Norden-Norddeich Airport	Norden	Germany	NOD	EDWS	1	Europe/Berlin
Juist Airport	Juist	Germany	JUI	EDWJ	1	Europe/Berlin
Porto Seguro Airport	Porto Seguro	Brazil	BPS	SBPS	-3	America/Fortaleza
Iguatu Airport	Iguatu	Brazil	QIG	SNIG	-3	America/Fortaleza
Brigadeiro Lysias Rodrigues Airport	Palmas	Brazil	PMW	SBPJ	-3	America/Fortaleza
Nelson Ribeiro Guimarães Airport	Caldas Novas	Brazil	CLV	SBCN	-3	America/Sao_Paulo
Missoula International Airport	Missoula	United States	MSO	KMSO	-7	America/Denver
Blackall Airport	Blackall	Australia	BKQ	YBCK	10	Australia/Brisbane
Bundaberg Airport	Bundaberg	Australia	BDB	YBUD	10	Australia/Brisbane
Grand Canyon National Park Airport	Grand Canyon	United States	GCN	KGCN	-7	America/Phoenix
Sugar Land Regional Airport	Sugar Land	United States	SGR	KSGR	-6	America/Chicago
Hayman Island Heliport	Hayman Island	Australia	\N	YHYN	10	Australia/Brisbane
Centennial Airport	Denver	United States	APA	KAPA	-7	America/Denver
Clovis Municipal Airport	Clovis	United States	CVN	KCVN	-7	America/Denver
Fort Stockton Pecos County Airport	Fort Stockton	United States	FST	KFST	-6	America/Chicago
Las Vegas Municipal Airport	Las Vegas	United States	LVS	KLVS	-7	America/Denver
West Houston Airport	Houston	United States	IWS	KIWS	-6	America/Chicago
La Junta Municipal Airport	La Junta	United States	\N	KLHX	-7	America/Denver
Las Cruces International Airport	Las Cruces	United States	LRU	KLRU	-7	America/Denver
Stephens County Airport	Breckenridge	United States	BKD	KBKD	-6	America/Chicago
Draughon Miller Central Texas Regional Airport	Temple	United States	TPL	KTPL	-6	America/Chicago
Ozona Municipal Airport	Ozona	United States	OZA	KOZA	-6	America/Chicago
Kaadedhdhoo Airport	Kaadedhdhoo	Maldives	KDM	VRMT	5	Indian/Maldives
Aklavik/Freddie Carmichael Airport	Aklavik	Canada	LAK	CYKD	-7	America/Edmonton
Déline Airport	Deline	Canada	YWJ	CYWJ	-7	America/Edmonton
Tulita Airport	Tulita	Canada	ZFN	CZFN	-7	America/Edmonton
Fort Good Hope Airport	Fort Good Hope	Canada	YGH	CYGH	-7	America/Edmonton
Tanna Airport	Tanna	Vanuatu	TAH	NVVW	11	Pacific/Efate
Paulatuk (Nora Aliqatchialuk Ruben) Airport	Paulatuk	Canada	YPC	CYPC	-7	America/Edmonton
El Trompillo Airport	Santa Cruz	Bolivia	SRZ	SLET	-4	America/La_Paz
Juancho E. Yrausquin Airport	Saba	Netherlands Antilles	SAB	TNCS	-4	America/Curacao
Eagle County Regional Airport	Vail	United States	EGE	KEGE	-7	America/Denver
Stokmarknes Skagen Airport	Stokmarknes	Norway	SKN	ENSK	1	Europe/Oslo
Cuyahoga County Airport	Richmond Heights	United States	CGF	KCGF	-5	America/New_York
Mansfield Lahm Regional Airport	Mansfield	United States	MFD	KMFD	-5	America/New_York
Columbus Metropolitan Airport	Columbus	United States	CSG	KCSG	-5	America/New_York
Lawton Fort Sill Regional Airport	Lawton	United States	LAW	KLAW	-6	America/Chicago
Northern Colorado Regional Airport	Fort Collins	United States	FNL	KFNL	-7	America/Denver
Flagstaff Pulliam Airport	Flagstaff	United States	FLG	KFLG	-7	America/Phoenix
Lake Tahoe Airport	South Lake Tahoe	United States	TVL	KTVL	-8	America/Los_Angeles
Joslin Field Magic Valley Regional Airport	Twin Falls	United States	TWF	KTWF	-7	America/Denver
Martha's Vineyard Airport	Vineyard Haven MA	United States	MVY	KMVY	-5	America/New_York
Concord Municipal Airport	Concord NH	United States	CON	KCON	-5	America/New_York
Groton New London Airport	Groton CT	United States	GON	KGON	-5	America/New_York
St Cloud Regional Airport	Saint Cloud	United States	STC	KSTC	-6	America/Chicago
Qinhuangdao Beidaihe Airport	Bagan	Burma	BPE	ZBDH	8	Asia/Shanghai
Golden Triangle Regional Airport	Columbus Mississippi	United States	GTR	KGTR	-6	America/Chicago
Nizhny Novgorod Strigino International Airport	Nizhniy Novgorod	Russia	GOJ	UWGG	3	Europe/Moscow
Bowerman Airport	Hoquiam	United States	HQM	KHQM	-8	America/Los_Angeles
Erie International Tom Ridge Field	Erie	United States	ERI	KERI	-5	America/New_York
Barnstable Municipal Boardman Polando Field	Barnstable	United States	HYA	KHYA	-5	America/New_York
San Pedro Airport	San Pedro	Belize	SPR	MZSP	-6	America/Belize
Sedona Airport	Sedona	United States	SDX	KSEZ	-7	America/Phoenix
Morgantown Municipal Walter L. Bill Hart Field	Morgantown	United States	MGW	KMGW	-5	America/New_York
Yeager Airport	Charleston	United States	CRW	KCRW	-5	America/New_York
Wilkes Barre Scranton International Airport	Scranton	United States	AVP	KAVP	-5	America/New_York
Bemidji Regional Airport	Bemidji	United States	BJI	KBJI	-6	America/Chicago
Thangool Airport	Biloela	Australia	THG	YTNG	10	Australia/Brisbane
Fagali'i Airport	Apia	Samoa	FGI	NSFI	13	Pacific/Apia
Ballina Byron Gateway Airport	Ballina Byron Bay	Australia	BNK	YBNA	10	Australia/Sydney
Hector International Airport	Fargo	United States	FAR	KFAR	-6	America/Chicago
Charles B. Wheeler Downtown Airport	Kansas City	United States	MKC	KMKC	-6	America/Chicago
Ratanakiri Airport	Ratanakiri	Cambodia	RBE	VDRK	7	Asia/Phnom_Penh
Gillette Campbell County Airport	Gillette	United States	GCC	KGCC	-7	America/Denver
Bogashevo Airport	Tomsk	Russia	TOF	UNTT	7	Asia/Krasnoyarsk
El Toro Marine Corps Air Station	Santa Ana	United States	NZJ	KNZJ	-8	America/Los_Angeles
Phetchabun Airport	Phetchabun	Thailand	PHY	VTPB	7	Asia/Bangkok
Chumphon Airport	Chumphon	Thailand	CJM	VTSE	7	Asia/Bangkok
Jiuzhai Huanglong Airport	Jiuzhaigou	China	JZH	ZUJZ	8	Asia/Shanghai
Jieyang Chaoshan International Airport	Shantou	China	SWA	ZGOW	8	Asia/Shanghai
Enghien Moisselles Airfield	Enghien-moisselles	France	\N	LFFE	1	Europe/Paris
Cheddi Jagan International Airport	Georgetown	Guyana	GEO	SYCJ	-4	America/Guyana
Guarani International Airport	Ciudad del Este	Paraguay	AGT	SGES	-4	America/Asuncion
Eugene F. Correira International Airport	Georgetown	Guyana	OGL	SYGO	-4	America/Guyana
Kaieteur International Airport	Kaieteur	Guyana	KAI	PKSA	-4	America/Guyana
Dunhuang Airport	Dunhuang	China	DNH	ZLDH	8	Asia/Shanghai
Ancona Falconara Airport	Ancona	Italy	AOI	LIPY	1	Europe/Rome
Chamonate Airport	Copiapo	Chile	\N	SCHA	-4	America/Santiago
Taba International Airport	Taba	Egypt	TCP	HETB	2	Africa/Cairo
Edward Bodden Airfield	Little Cayman	Cayman Islands	LYB	MWCL	-5	America/Cayman
Milas Bodrum International Airport	Bodrum	Turkey	BJV	LTFE	3	Europe/Istanbul
Tabarka 7 Novembre Airport	Tabarka	Tunisia	TBJ	DTKA	1	Africa/Tunis
Sabiha Gökçen International Airport	Istanbul	Turkey	SAW	LTFJ	3	Europe/Istanbul
University Park Airport	State College Pennsylvania	United States	SCE	KUNV	-5	America/New_York
Broome International Airport	Broome	Australia	BME	YBRM	8	Australia/Perth
Newcastle Airport	Newcastle	Australia	NTL	YWLM	10	Australia/Sydney
Bakki Airport	Bakki	Iceland	\N	BIBA	0	Atlantic/Reykjavik
Klagenfurt Airport	Klagenfurt	Austria	KLU	LOWK	1	Europe/Vienna
Hammerfest Airport	Hammerfest	Norway	HFT	ENHF	1	Europe/Oslo
Valan Airport	Honningsvag	Norway	HVG	ENHV	1	Europe/Oslo
Mehamn Airport	Mehamn	Norway	MEH	ENMH	1	Europe/Oslo
Vadsø Airport	Vadsø	Norway	VDS	ENVD	1	Europe/Oslo
Imam Khomeini International Airport	Tehran	Iran	IKA	OIIE	3.5	Asia/Tehran
Mashhad International Airport	Mashhad	Iran	MHD	OIMM	3.5	Asia/Tehran
Ust-Ilimsk Airport	Ust Ilimsk	Russia	UIK	UIBS	8	Asia/Irkutsk
Key Field	Meridian	United States	MEI	KMEI	-6	America/Chicago
Abraham Lincoln Capital Airport	Springfield	United States	SPI	KSPI	-6	America/Chicago
Cortez Municipal Airport	Cortez	United States	CEZ	KCEZ	-7	America/Denver
Yampa Valley Airport	Hayden	United States	HDN	KHDN	-7	America/Denver
Gallup Municipal Airport	Gallup	United States	GUP	KGUP	-7	America/Denver
Liberal Mid-America Regional Airport	Liberal	United States	LBL	KLBL	-6	America/Chicago
Lamar Municipal Airport	Lamar	United States	LAA	KLAA	-7	America/Denver
Renner Field-Goodland Municipal Airport	Goodland	United States	GLD	KGLD	-7	America/Denver
Yellowstone Regional Airport	Cody	United States	COD	KCOD	-7	America/Denver
"Ørsta-Volda Airport, Hovden"	Orsta-Volda	Norway	HOV	ENOV	1	Europe/Oslo
St. Mary's Airport	ST MARY\'S	United Kingdom	ISC	EGHE	0	Europe/London
Springfield Branson National Airport	Springfield	United States	SGF	KSGF	-6	America/Chicago
Narvik Framnes Airport	Narvik	Norway	NVK	ENNK	1	Europe/Oslo
Berlevåg Airport	Berlevag	Norway	BVG	ENBV	1	Europe/Oslo
"Oslo, Fornebu Airport"	Oslo	Norway	FBU	ENFB	1	Europe/Oslo
Norilsk-Alykel Airport	Norilsk	Russia	NSK	UOOO	7	Asia/Krasnoyarsk
Anapa Vityazevo Airport	Anapa	Russia	AAQ	URKA	3	Europe/Moscow
Joplin Regional Airport	Joplin	United States	JLN	KJLN	-6	America/Chicago
Lehigh Valley International Airport	Allentown	United States	ABE	KABE	-5	America/New_York
Northwest Arkansas Regional Airport	Bentonville	United States	XNA	KXNA	-6	America/Chicago
Atyrau Airport	Atyrau	Kazakhstan	GUW	UATG	5	Asia/Oral
Kzyl-Orda Southwest Airport	Kzyl-Orda	Kazakhstan	KZO	UAOO	6	Asia/Qyzylorda
South Bend Regional Airport	South Bend	United States	SBN	KSBN	-5	America/New_York
Bykovo Airport	Moscow	Russia	BKA	UUBB	3	Europe/Moscow
Talagi Airport	Arkhangelsk	Russia	ARH	ULAA	3	Europe/Moscow
Saratov Central Airport	Saratov	Russia	RTW	UWSS	3	Europe/Moscow
Novy Urengoy Airport	Novy Urengoy	Russia	NUX	USMU	5	Asia/Yekaterinburg
Noyabrsk Airport	Noyabrsk	Russia	NOJ	USRO	5	Asia/Yekaterinburg
Aktau Airport	Aktau	Kazakhstan	SCO	UATE	5	Asia/Oral
Ukhta Airport	Ukhta	Russia	UCT	UUYH	3	Europe/Moscow
Usinsk Airport	Usinsk	Russia	USK	UUYS	3	Europe/Moscow
Pechora Airport	Pechora	Russia	PEX	UUYP	3	Europe/Moscow
Naryan Mar Airport	Naryan-Mar	Russia	NNM	ULAM	3	Europe/Moscow
Pskov Airport	Pskov	Russia	PKV	ULOO	3	Europe/Moscow
Kogalym International Airport	Kogalym	Russia	KGP	USRK	5	Asia/Yekaterinburg
Yemelyanovo Airport	Krasnoyarsk	Russia	KJA	UNKL	7	Asia/Krasnoyarsk
Sary-Arka Airport	Karaganda	Kazakhstan	KGF	UAKK	6	Asia/Qyzylorda
Novosibirsk North Airport	Novosibirsk	Russia	\N	UNCC	7	Asia/Krasnoyarsk
Uray Airport	Uraj	Russia	URJ	USHU	5	Asia/Yekaterinburg
Ivanovo South Airport	Ivanovo	Russia	IWA	UUBI	3	Europe/Moscow
Longjia Airport	Changchun	China	CGQ	ZYCC	8	Asia/Shanghai
Niigata Airport	Niigata	Japan	KIJ	RJSN	9	Asia/Tokyo
Johnston Atoll Airport	Johnston Island	Johnston Atoll	JON	PJON	-10	Pacific/Johnston
Smith Field	Fort Wayne IN	United States	SMD	KSMD	-5	America/New_York
California Redwood Coast-Humboldt County Airport	Arcata CA	United States	ACV	KACV	-8	America/Los_Angeles
Albert J Ellis Airport	Jacksonville NC	United States	OAJ	KOAJ	-5	America/New_York
